,,,,MM/DD/YYYY,,Albion; Big RIver,Restoration; Context; Control; Trapping,deeps (bolts & 0-100) or shallows or NA for other sites,,,,,,,m^2,,,enter number,,,,,,Get this from the processor or landing etix sheet               units in kg,Weight of subsampled urchin in bucket          units in kg,Target = purple urchin; Red=red urchin; Bycatch= any bycatch from the subsample; Leftovers= unprocessed from subsample,"strongylocentrotus purpuratus; mesocentrotus franciscanus; For bycatch, list as detailed as you can, common name is ok, just try to be consistent",Always =1 for urchins; Could be different for bycatch,0=good   1=questionable   2=bad,"N for Noyo; C for Caspar, A for Albion, P for Portuguese then unique number for each urchin per restoraiton site",Unique number per day per bin,in grams,in mm,in mm,0=absent 1=present,0=absent 1=present,in grams,0=absent 1=present,Y/N,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,0=absent 1=present,M/F/U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,3,33.56,44,21,0,0,0.28,1,N,,1,1,0,1,1,0,1,U,Massive worm!
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,4,37.75,49,27,0,0,0.1,1,N,,1,1,1,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,5,53.77,54.5,22,0,0,1.24,1,N,,1,1,0,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,6,1.32,11,6,0,0,0,0,N,,1,1,0,0,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,7,48.3,57,26,0,0,0.63,1,N,,1,1,1,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,8,6.82,26,11,0,0,0.03,1,N,,1,1,0,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,9,37.23,46,20,0,0,0.28,1,N,,1,1,0,1,1,0,1,U,"huge, clear piece of plastic"
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,10,32.64,42,23,0,0,2.33,1,N,,1,1,0,1,1,0,0,M,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,11,26.39,40,29.5,0,0,0.32,1,N,,1,1,0,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,12,62.81,55,28,0,0,1.98,1,N,,1,1,0,1,1,0,0,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,13,59.58,54,26,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,14,68.91,57,25.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,15,50.08,52,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,16,46.53,50,23.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,17,33.74,45,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,18,32.7,44,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,19,56.87,52.5,24,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,20,48.98,50,22.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,21,98.88,66,32,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,22,54.72,54,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,23,48.96,51,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,24,31.23,43.5,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,25,38.26,48,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,26,61.35,55,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,27,35.01,45,19.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,28,73.18,57,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,29,69.67,57.5,24,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,30,47.75,50,27.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,31,26.87,41,16.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,32,84.73,622,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,33,60.57,56,22.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,34,67.53,58,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,35,42.63,48,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,36,71.66,56,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,37,69.37,57.5,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,38,24.34,40,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,39,63,56,24,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,40,42.47,49,20.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,41,52.88,51,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,42,61.73,56,24,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,43,103.53,68,32,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,44,68.04,56,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,45,4.26,22,9,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,46,40.1,47,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,47,55.18,54.5,22.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,48,28.66,43,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,49,38.84,42.5,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,50,34.77,49,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,51,51.43,52.5,24.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,52,27.32,45,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,53,58.24,55,26,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,54,27.84,45,19,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,55,54.46,53.5,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,56,37.45,45,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,57,26.83,42.5,17,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,58,54.55,51,22.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,59,45.95,49,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,60,21.79,40,16,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,61,39.34,48,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,62,90.09,62.5,28.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,63,67.6,55,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,64,48.67,52,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,65,43.86,48,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,66,42.58,49,20,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,67,54.55,53,22,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,68,27.29,43.5,17.5,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,69,57.62,53,23,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,70,62.97,56,25,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,71,46.79,51,21,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
LH,,"B. Kohler, G. Trumper",Safari,06/26/2024,Mendocino,Big River,Commercial Hand Harvest,15,SW,SE,NA,NA,NA,NA,No,39.30178,-123.801974,2-3,,Pacific Rim,06/26/2024,"BK, GT",1,301.64,5.1,target,Strongylocentrotus purpuratus,1,0,P,72,39.81,48,18,0,0,NA,NA,N,,NA,NA,NA,NA,NA,NA,NA,U,
